#run A_phys dA_stat
4357 -0.807411 1.15446
4359 3.57447 1.03414
4360 -0.00279884 1.38018
4361 -0.734503 1.3549
4363 -1.68043 1.22522
4364 -0.00271994 1.34127
4365 0.553813 1.65925
4367 4.98276 0
4368 -1.31642 1.1049
4370 -0.557115 1.65293
4371 1.24424 1.20735
4372 -0.493055 1.09106
4374 -1.66702 1.56913
4375 -0.558959 1.6584
4376 -2.79137 1.39122
4378 -1.26578 1.22293
4379 -1.68086 1.22553
4471 -0.00452939 4.17861
4474 7.60106 0
4475 2.52835 4.13551
4476 66.9689 -91.5027
4478 -72.7541 -77.5376
4479 -70.1963 -59.1604
4482 89.2435 -84.0032
4483 267.441 -0
4486 -178.053 -81.3356
4487 -190.781 -70.7052
4488 0.144868 -189.007
4490 0.144868 -109.123
4491 -2.79586 1.85842
4492 -3.13127 2.49191
4493 4.37528 2.61127
4494 3.65776 2.24234
4495 -0.666143 2.18716
4497 -1.21043 2.0605
4498 -1.44812 3.1641
4503 -3.60333 1.55859
4507 2.65375 1.53851
4510 2.40943 2.7867
4512 1.13885 1.63958
4514 -0.911855 1.80159
4522 -1.21737 2.07231
4523 -2.2638 1.28542
4524 0.556994 2.01652
4526 2.61496 1.35739
4540 3.5607 2.18284
4543 -0.00380428 3.50966
4547 -1.02276 1.88662
4549 1.24921 1.32947
4552 2.00686 1.51237
4554 -1.17409 1.67875
4556 -1.13712 1.42726
4557 2.09905 1.88521
4559 -3.05041 1.6352
4560 1.81777 2.49449
4562 -2.89709 2.0963
4569 2.05535 1.30529
4570 1.03803 1.57533
4571 1.67946 1.39201
4572 1.44346 2.24228
4573 3.60282 1.80337
4574 2.40795 1.96929
4575 1.44711 1.83543
4576 0.424078 1.24573
4577 0.28844 1.46084
4578 -7.7831 0
4579 0.585667 1.4993
4580 0.220885 1.29141
4581 -0.66775 1.55029
4582 -0.00395813 1.38017
4583 -2.28661 1.22659
4585 2.91878 2.11773
4586 -1.99698 2.11983
4587 3.65037 1.82717
